address;is_alarm;floor_count_max;floor_count_min;entrance_count;quarters_count;living_quarters_count;unliving_quarters_count;area_total;area_residential;area_non_residential;area_common_property;area_land;basement_area
обл. Оренбургская, г. Оренбург, пр-кт. Победы, д. 119, стр. А;Нет;5;1;4;58;56;2;4398,3;2703,6;727,1;967,6;2053;697,6
обл. Оренбургская, г. Оренбург, пр-кт. Победы, д. 121;Нет;5;;6;90;;;5665,6;4376,6;;;7195;875
обл. Оренбургская, г. Оренбург, пр-кт. Победы, д. 121, стр. А;Нет;5;1;6;90;90;0;5665,6;4376,6;0;1289;2526;875
обл. Оренбургская, г. Оренбург, пр-кт. Победы, д. 122;Нет;4;4;2;32;29;3;1262,1;1262,1;125,8;49,3;1800;445,3
обл. Оренбургская, г. Оренбург, пр-кт. Победы, д. 123;Нет;5;;2;120;;;4338,6;318120;;;4028;777,4
обл. Оренбургская, г. Оренбург, пр-кт. Победы, д. 123а;Нет;9;;1;34;;;2718,9;1808,3;440,6;;2830;224
обл. Оренбургская, г. Оренбург, пр-кт. Победы, д. 123, стр. А;Нет;5;5;2;120;120;0;4484,5;3180,8;0;1303,7;2052;777,4
обл. Оренбургская, г. Оренбург, пр-кт. Победы, д. 123, к. А, стр. А;Нет;9;9;1;37;34;3;2423,9;1812,5;141,4;470;978;224
обл. Оренбургская, г. Оренбург, пр-кт. Победы, д. 124;Нет;4;4;4;49;48;1;3387,7;1887,4;624,8;875,5;978;680,5
обл. Оренбургская, г. Оренбург, пр-кт. Победы, д. 125;Нет;4;;3;46;;;2658,1;1899,2;85,9;;2914;527
обл. Оренбургская, г. Оренбург, пр-кт. Победы, д. 125, стр. А;Нет;4;1;3;49;46;3;2662,3;1804,2;185,1;673;1501;527
обл. Оренбургская, г. Оренбург, пр-кт. Победы, д. 126;Нет;9;9;1;52;48;4;4101,8;2088,9;1485,1;527,8;3263;253,4
обл. Оренбургская, г. Оренбург, пр-кт. Победы, д. 127;Нет;4;;3;46;;;2661,5;1891,4;96,8;;3155;528,3
обл. Оренбургская, г. Оренбург, пр-кт. Победы, д. 127, стр. А;Нет;4;4;3;48;46;2;2661,5;1891,4;96,8;673,3;1531;528,3
обл. Оренбургская, г. Оренбург, пр-кт. Победы, д. 128;Нет;4;4;4;64;64;0;4489;2526,7;0;197,1;1792;876,8
обл. Оренбургская, г. Оренбург, пр-кт. Победы, д. 129;Нет;4;;3;31;;;2710,42;1825,64;282,18;;5282;
обл. Оренбургская, г. Оренбург, пр-кт. Победы, д. 129, стр. А;Нет;4;4;3;37;31;6;2673;1708,48;467,06;497,5;1738;427,6
обл. Оренбургская, г. Оренбург, пр-кт. Победы, д. 130;Нет;4;4;3;38;36;2;2388,4;1490,3;488,1;410;1447;504,9
обл. Оренбургская, г. Оренбург, пр-кт. Победы, д. 131;Нет;4;;4;43;;;3433,45;2341;337,95;;3780;452,5
обл. Оренбургская, г. Оренбург, пр-кт. Победы, д. 131, стр. А;Нет;4;4;4;47;43;4;3041,1;2292,1;398;351;2160;452,5
обл. Оренбургская, г. Оренбург, пр-кт. Победы, д. 132;Нет;4;4;4;65;62;3;3530,9;2187,9;290,5;168,4;1860;884,1
обл. Оренбургская, г. Оренбург, пр-кт. Победы, д. 133;Нет;4;;4;46;;;3543,09;2561,37;149,17;;4110;494,55
обл. Оренбургская, г. Оренбург, пр-кт. Победы, д. 133, стр. А;Нет;4;4;4;44;43;1;3543,2;2561,46;196,97;784,75;4110;494,55
обл. Оренбургская, г. Оренбург, пр-кт. Победы, д. 135;Нет;4;4;3;35;33;2;2788;1975,2;158,8;542,4;1773;415
обл. Оренбургская, г. Оренбург, пр-кт. Победы, д. 137;Нет;4;;2;30;;;1699,7;1233,9;40,8;;2664;329
обл. Оренбургская, г. Оренбург, пр-кт. Победы, д. 137, стр. А;Нет;4;1;2;30;29;1;1697,4;1142,7;129,7;425;1145;329
обл. Оренбургская, г. Оренбург, пр-кт. Победы, д. 144;Нет;9;9;4;132;128;4;9315,7;6469,4;1009,3;1837;10147;1178
обл. Оренбургская, г. Оренбург, пр-кт. Победы, д. 144, к. А;Нет;9;;4;128;;;9280,1;6470,1;1009,3;;10147;1178
обл. Оренбургская, г. Оренбург, пр-кт. Победы, д. 144А, к. 1;Нет;9;1;1;287;280;7;9189,53;5569,3;1582,3;1412,7;11228;1437,2
обл. Оренбургская, г. Оренбург, пр-кт. Победы, д. 144а, к. 2;Нет;9;1;1;265;264;1;9687,4;6210,4;233,2;1576,94;;1461,6
обл. Оренбургская, г. Оренбург, пр-кт. Победы, д. 146;Нет;12;12;1;80;79;1;5092,1;3750,3;205,6;1136,2;1613,1;518,2
обл. Оренбургская, г. Оренбург, пр-кт. Победы, д. 146, к. А;Нет;12;;1;79;;;5536,8;3748,7;205,6;;1613,1;518,2
обл. Оренбургская, г. Оренбург, пр-кт. Победы, д. 148;Нет;9;9;6;216;216;0;14727,1;11599,8;0;3127,3;13546,2;1777,3
обл. Оренбургская, г. Оренбург, пр-кт. Победы, д. 148, к. А;Нет;9;;6;215;;;14761,3;11600,7;33,3;;13546,2;1777,3
обл. Оренбургская, г. Оренбург, пр-кт. Победы, д. 149/1;Нет;19;19;2;169;164;5;15368,9;7814,4;3352,3;3497,4;2279;681,1
обл. Оренбургская, г. Оренбург, пр-кт. Победы, д. 149/2;Нет;19;17;3;285;281;4;22320,5;13278,1;622,3;6258,5;;1087,7
обл. Оренбургская, г. Оренбург, пр-кт. Победы, д. 150;Нет;9;9;4;131;128;3;9245,3;6423,9;925,4;1896;8638,7;1216
обл. Оренбургская, г. Оренбург, пр-кт. Победы, д. 150/1;Нет;5;5;6;90;90;0;5936,8;4410,4;0;1526,4;4546,1;1106,4
обл. Оренбургская, г. Оренбург, пр-кт. Победы, д. 150, к. А;Нет;9;;4;128;;;9356,7;6422,4;1045,8;;8638,7;1216
обл. Оренбургская, г. Оренбург, пр-кт. Победы, д. 152;Нет;12;12;1;80;79;1;5653,5;3766,5;213,2;1211,6;2396,6;582,6
обл. Оренбургская, г. Оренбург, пр-кт. Победы, д. 152/1;Нет;5;5;6;90;90;0;5906,6;4387,8;0;1519,4;6381,7;1099,4
обл. Оренбургская, г. Оренбург, пр-кт. Победы, д. 154;Нет;9;9;6;216;216;0;14723,4;11788,4;0;2935;13355;1735,7
обл. Оренбургская, г. Оренбург, пр-кт. Победы, д. 155/1;Нет;17;1;2;155;155;0;10613,2;7813;0;1939,7;800;629,8
обл. Оренбургская, г. Оренбург, пр-кт. Победы, д. 155/2;Нет;19;1;2;155;155;0;11093,6;7844;0;1974,8;1002;645,6
обл. Оренбургская, г. Оренбург, пр-кт. Победы, д. 155/3;Нет;10;1;3;180;178;2;16440;8034,9;98,6;1902,9;1100;984,1
обл. Оренбургская, г. Оренбург, пр-кт. Победы, д. 155/4;Нет;12;1;3;180;180;0;12013,7;8128;0;1906;1050;986,5
обл. Оренбургская, г. Оренбург, пр-кт. Победы, д. 155/5;Нет;19;1;2;155;155;0;11103,8;7854,6;0;1972,4;1002;646
обл. Оренбургская, г. Оренбург, пр-кт. Победы, д. 155/6;Нет;19;1;2;155;155;0;10652;7837,7;0;1944;1150;630
обл. Оренбургская, г. Оренбург, пр-кт. Победы, д. 155/7;Нет;12;1;3;180;180;0;12024,1;8126,1;0;1916;1550;985,5
обл. Оренбургская, г. Оренбург, пр-кт. Победы, д. 156;Нет;9;9;4;131;128;3;10238,9;6474,3;1334,8;2449,8;12432,2;1752
обл. Оренбургская, г. Оренбург, пр-кт. Победы, д. 156/1;Нет;5;5;6;90;90;0;5917,6;4401,3;0;1516;6245,2;1096
обл. Оренбургская, г. Оренбург, пр-кт. Победы, д. 156/2, к. А;Нет;5;5;6;90;89;1;5990,4;4362,9;44,4;1583;5752,2;1163
обл. Оренбургская, г. Оренбург, пр-кт. Победы, д. 156/3;Нет;5;5;6;90;90;0;5927,2;4406,7;0;1520,5;3679,8;1100,5
обл. Оренбургская, г. Оренбург, пр-кт. Победы, д. 156/3, к. А;Нет;5;;6;90;;;5932,4;4411,3;0;;3664;1100,5
обл. Оренбургская, г. Оренбург, пр-кт. Победы, д. 157/1;Нет;19;16;6;469;469;0;30300,6;21067,9;0;7834,4;1300;1912,5
обл. Оренбургская, г. Оренбург, пр-кт. Победы, д. 157/2;Нет;19;16;6;453;453;0;35630,1;21411,6;0;9126,8;;1943,5
обл. Оренбургская, г. Оренбург, пр-кт. Победы, д. 158;Нет;12;12;1;80;79;1;4999,7;3765,9;102,9;1130,9;3963,3;499,9
обл. Оренбургская, г. Оренбург, пр-кт. Победы, д. 159;Нет;18;18;3;294;288;6;22138,3;14692,6;1520,9;4250,6;5506;1115,7
обл. Оренбургская, г. Оренбург, пр-кт. Победы, д. 160;Нет;9;9;6;216;216;0;14747,28;11637,48;0;3109,8;11986,8;1737
обл. Оренбургская, г. Оренбург, пр-кт. Победы, д. 162;Нет;12;12;1;83;82;1;5081,4;3810,4;47,1;1223,9;9537,2;570,9
обл. Оренбургская, г. Оренбург, пр-кт. Победы, д. 162/3;Нет;8;8;2;65;59;6;5983,7;5217,2;766,5;0;6089,8;42,8
обл. Оренбургская, г. Оренбург, пр-кт. Победы, д. 164;Нет;10;10;2;148;148;0;11670,04;9165,2;0;2504,84;7231;1367
обл. Оренбургская, г. Оренбург, пр-кт. Победы, д. 164/1;Нет;9;;1;106;;;4721,1;3609;1112,1;;1555;559,1
обл. Оренбургская, г. Оренбург, пр-кт. Победы, д. 164, к. 1;Нет;9;1;1;107;105;2;5805;3672,7;1112;777,3;1555;712
обл. Оренбургская, г. Оренбург, пр-кт. Победы, д. 166;Нет;9;9;1;201;201;2;11111,5;7580,8;326,6;3204,1;5207;1400
обл. Оренбургская, г. Оренбург, пр-кт. Победы, д. 166/1;Нет;9;1;1;274;271;3;7990,8;4843,5;1829,9;1532,75;;1436,3
обл. Оренбургская, г. Оренбург, пр-кт. Победы, д. 170;Нет;17;17;2;210;208;2;15552,7;10771,5;848,2;3724,4;8643;719,2
обл. Оренбургская, г. Оренбург, пр-кт. Победы, д. 172;Нет;9;1;1;214;212;2;7571,1;4933,1;60,1;2577,9;1747;1141,5
обл. Оренбургская, г. Оренбург, пр-кт. Победы, д. 174, к. 1;Нет;11;10;2;117;117;0;6556,1;4210;0;2346,1;0;597,2
обл. Оренбургская, г. Оренбург, пр-кт. Победы, д. 176;Нет;12;12;2;156;156;0;13158;9182;0;3976;6076;1171
обл. Оренбургская, г. Оренбург, пр-кт. Победы, д. 178;Нет;11;11;1;79;79;0;4728,1;3073,7;1094,5;1094,5;4400;680
обл. Оренбургская, г. Оренбург, пр-кт. Победы, д. 178/1;Нет;17;17;3;327;319;8;27703;18926;1195,1;7582;5476;3882
обл. Оренбургская, г. Оренбург, пр-кт. Победы, д. 180;Нет;9;9;2;162;162;1;5818,2;2654;58,6;542,3;5531;849
обл. Оренбургская, г. Оренбург, ул. Подурова, д. 68;Нет;3;3;1;24;24;0;1482,7;986,5;0;129,1;1510;384,7
обл. Оренбургская, г. Оренбург, ул. Подурова, д. 70;Нет;5;5;6;60;60;0;4395,7;3291;0;341,3;3164;763,4
обл. Оренбургская, г. Оренбург, ул. Подурова, д. 70/1;Нет;5;5;4;40;40;0;3512,7;2585,2;0;327;3560;600,5
обл. Оренбургская, г. Оренбург, ул. Подурова, д. 76;Нет;2;2;2;16;16;0;744,3;684,4;0;59,9;601;0
обл. Оренбургская, г. Оренбург, ул. Пойменная, д. 93, к. А;Нет;2;2;2;12;12;0;541,2;507,8;0;33,4;730,3;0
обл. Оренбургская, г. Оренбург, ул. Полигонная, д. 1;Нет;9;;6;216;;;14449,5;11696,4;;;12183;1335,1
обл. Оренбургская, г. Оренбург, ул. Полигонная, д. 1, к. 1;Нет;10;;5;199;;;13031,7;10918,3;68,2;;3621;1164,2
обл. Оренбургская, г. Оренбург, ул. Полигонная, д. 1, к. 1, стр. А;Нет;10;10;5;200;199;1;14315,6;10920,4;70,3;3324,9;3882;1164,2
обл. Оренбургская, г. Оренбург, ул. Полигонная, д. 1, стр. А;Нет;9;9;6;216;216;0;15915,2;11696,2;0;4219;3489;1335,1
обл. Оренбургская, г. Оренбург, ул. Полигонная, д. 2;Нет;9;9;1;73;70;3;6721;3855,1;1051,6;1814,3;4519,1;465,1
обл. Оренбургская, г. Оренбург, ул. Полигонная, д. 3;Нет;6;6;8;164;164;0;18544,9;10528,4;1565,2;1556,9;8215;2653,7
обл. Оренбургская, г. Оренбург, ул. Полигонная, д. 4;Нет;9;9;2;71;71;0;4405,3;3962,3;0;1141;2465,5;459,3
обл. Оренбургская, г. Оренбург, ул. Полигонная, д. 6;Нет;9;9;2;72;70;2;6843,4;3944,3;1218,5;454,3;2243;587,9
обл. Оренбургская, г. Оренбург, ул. Полигонная, д. 8;Нет;9;9;2;72;72;0;5577,6;3919,3;0;442,5;1390;585,2
обл. Оренбургская, г. Оренбург, ул. Полигонная, д. 11;Нет;5;5;4;64;64;1;4386,5;2534,7;631,6;341,6;1765;878,6
обл. Оренбургская, г. Оренбург, ул. Полигонная, д. 24, к. А;Нет;2;2;1;8;8;0;680,1;387,1;293;48;652;0
обл. Оренбургская, г. Оренбург, ул. Полигонная, д. 30;Да;2;2;1;14;12;2;1258,7;264,6;628;134;1001;0
обл. Оренбургская, г. Оренбург, ул. Полигонная, д. 32 А;Нет;4;4;2;33;32;1;2210,9;1240,3;0;84,2;972;443,2
обл. Оренбургская, г. Оренбург, ул. Полигонная, д. 32, к. А;Нет;2;2;2;32;32;0;2175,3;1240,3;492;134;972;0
обл. Оренбургская, г. Оренбург, ул. Полигонная, д. 32В;Нет;4;4;3;37;36;1;2856,5;1519;492,1;137,2;2225;708
обл. Оренбургская, г. Оренбург, ул. Полигонная, д. 34, к. А;Нет;2;2;1;8;8;0;680,6;387,6;293;48;606;0
обл. Оренбургская, г. Оренбург, ул. Полигонная, д. 38, к. А;Нет;2;2;1;8;8;0;662,7;369,7;293;48;697;0
обл. Оренбургская, г. Оренбург, ул. Полигонная, д. 40, к. А4;Нет;2;2;1;8;8;0;620,3;335,3;285;33;709;0
обл. Оренбургская, г. Оренбург, ул. Полигонная, д. 42, к. А5;Нет;2;2;1;8;8;0;649,6;364,6;285;33;698;0
обл. Оренбургская, г. Оренбург, ул. Полигонная, д. 44, к. А6;Нет;2;2;1;8;8;0;660,8;356,4;306;54;706;0
обл. Оренбургская, г. Оренбург, ул. Полигонная, д. 46, к. А7;Нет;2;2;1;8;8;0;644,6;359,6;285;33;729;0
обл. Оренбургская, г. Оренбург, ул. Полигонная, д. 48, к. А8;Нет;2;2;1;8;8;0;639,2;357,2;282;30;731;0
обл. Оренбургская, г. Оренбург, ул. Полтавская, д. 11;Нет;2;2;1;12;12;0;387,3;349;0;38,3;0;0
обл. Оренбургская, г. Оренбург, ул. Полтавская, д. 13;Нет;3;3;2;24;1;23;1834,4;1296,6;155,5;107;0;552,6
обл. Оренбургская, г. Оренбург, ул. Полтавская, д. 15;Нет;5;5;1;25;25;0;1566,9;1456,2;0;110,7;0;248,1
обл. Оренбургская, г. Оренбург, ул. Полтавская, д. 17;Нет;5;5;4;60;60;0;2970,8;2707,1;0;263,7;0;523,8
обл. Оренбургская, г. Оренбург, ул. Полтавская, д. 39;Нет;5;5;6;90;90;0;4454;3981;0;473;0;762,2
обл. Оренбургская, г. Оренбург, ул. Полтавская, д. 82А;Нет;2;2;1;8;8;0;357,9;284,6;0;0;0;0
обл. Оренбургская, г. Оренбург, ул. Полтавская, д. 84;Нет;5;5;8;112;112;0;5884,8;5126,2;145,2;0;0;1316,2
обл. Оренбургская, г. Оренбург, ул. Полтавская, д. 84А;Нет;2;1;1;8;0;0;340,8;329;0;0;0;0
обл. Оренбургская, г. Оренбург, ул. Полтавская, д. 84Б;Нет;2;1;1;8;8;0;362;334;0;0;0;0
обл. Оренбургская, г. Оренбург, ул. Полтавская, д. 86;Нет;2;1;2;16;16;0;583,6;536,2;0;0;0;0
обл. Оренбургская, г. Оренбург, ул. Полтавская, д. 88;Нет;5;1;1;55;55;0;1646,3;1191,7;0;454,6;1131;448,5
обл. Оренбургская, г. Оренбург, ул. Поляничко, д. 1;Нет;15;15;3;335;335;0;19072,58;14183,6;0;4888,98;0;1319,88
обл. Оренбургская, г. Оренбург, ул. Поляничко, д. 2;Нет;17;1;1;171;160;11;11397,9;8053,2;1745,3;1599,4;11545;712,3
обл. Оренбургская, г. Оренбург, ул. Поляничко, д. 2А;Нет;13;13;1;125;120;5;8336,7;6105,6;488,7;1742,4;;
обл. Оренбургская, г. Оренбург, ул. Поляничко, д. 2, лит. а;Нет;13;1;1;125;120;5;8095,6;5863,1;489,1;1026,9;;661,7
обл. Оренбургская, г. Оренбург, ул. Поляничко, д. 2, к. а;Нет;15;15;1;125;120;5;8095,6;5863,1;489,1;1042,3;0;562
обл. Оренбургская, г. Оренбург, ул. Поляничко, д. 3;Нет;19;19;1;188;162;26;11046,8;7594,5;907,1;2545,2;3180,91;767,1
обл. Оренбургская, г. Оренбург, ул. Поляничко, д. 3/1;Нет;18;15;4;372;372;0;20741,6;15215,3;5526,3;;;
обл. Оренбургская, г. Оренбург, ул. Поляничко, д. 4/1;Нет;14;1;4;254;247;7;24803,2;14069,6;930,3;3313,6;1643,1;1643,1
обл. Оренбургская, г. Оренбург, ул. Поляничко, д. 8;Нет;17;17;6;440;440;0;31338,1;23282,1;0;8056;9683,1;1662,4
обл. Оренбургская, г. Оренбург, ул. Поляничко, д. 10;Нет;15;14;4;373;356;17;27204,6;19477,3;1623,8;6103,5;0;2022,8
обл. Оренбургская, г. Оренбург, ул. Поляничко, д. 10, к. 1;Нет;14;14;2;246;246;0;17516,3;13670;0;3846,3;11776;1342,3
обл. Оренбургская, г. Оренбург, ул. Поляничко, д. 12;Нет;16;13;4;507;416;91;32487,5;21143,9;3927;7416,6;;2990,3
обл. Оренбургская, г. Оренбург, ул. Поляничко, д. 12, к. 1;Нет;15;11;4;328;328;0;23613,3;18243;0;5370,3;13935;1863,8
обл. Оренбургская, г. Оренбург, ул. Попова, д. 18, стр. литер А;Нет;2;1;1;5;5;0;273;273;0;0;962;0
обл. Оренбургская, г. Оренбург, ул. Попова, д. 18, стр. литер Б;Нет;1;1;1;9;9;0;327;327;0;0;962;0
обл. Оренбургская, г. Оренбург, ул. Попова, д. 35а;Нет;2;1;1;4;4;0;151,4;151,4;0;0;864;0
обл. Оренбургская, г. Оренбург, ул. Попова, д. 63, стр. литер А1;Нет;1;1;2;2;2;0;45,5;45,5;0;0;961;0
обл. Оренбургская, г. Оренбург, ул. Попова, д. 63, стр. литер АА2;Нет;1;1;4;4;4;0;152,8;152,8;0;0;961;0
обл. Оренбургская, г. Оренбург, ул. Попова, д. 65а, стр. литер АА1;Нет;2;1;1;4;4;0;167,1;167,1;0;0;863;0
обл. Оренбургская, г. Оренбург, ул. Попова, д. 67;Нет;2;1;2;6;6;0;211,8;211,8;0;0;512;0
обл. Оренбургская, г. Оренбург, ул. Попова, д. 87, стр. литер Б;Нет;1;1;2;2;2;0;117,9;117,9;0;0;1161,2;0
обл. Оренбургская, г. Оренбург, ул. Попова, д. 101;Нет;2;1;2;4;4;0;130,2;130,2;0;0;1057,7;0
обл. Оренбургская, г. Оренбург, ул. Попова, д. 103;Нет;18;18;1;98;96;2;9092,4;5263,4;1031,2;2797,8;9106;1303,5
обл. Оренбургская, г. Оренбург, ул. Пороховая, д. 2;Нет;5;1;6;75;74;1;5414,3;3596,4;530,5;1287,4;3995,1;842,4
обл. Оренбургская, г. Оренбург, ул. Постникова, д. 3, стр. литер АА1;Нет;2;1;1;13;13;0;397,2;365,4;0;31,8;1226;31,8
обл. Оренбургская, г. Оренбург, ул. Постникова, д. 4, стр. литер АА1;Нет;2;1;3;6;6;0;259,3;235;0;0;442;0
обл. Оренбургская, г. Оренбург, ул. Постникова, д. 9А;Нет;4;4;3;30;29;1;3249,1;2035,4;345,3;868,4;2913;596,9
обл. Оренбургская, г. Оренбург, ул. Постникова, д. 10;Нет;3;3;4;23;19;4;2432,5;1719,6;208,2;504,7;1870;615,4
обл. Оренбургская, г. Оренбург, ул. Постникова, д. 12, стр. литер АА3;Нет;1;1;6;6;6;0;198,7;198,7;0;0;793;0
обл. Оренбургская, г. Оренбург, ул. Постникова, д. 16;Нет;2;1;1;5;5;0;152,4;111,5;0;0;696;0
обл. Оренбургская, г. Оренбург, ул. Постникова, д. 20, стр. литер А1;Нет;1;1;2;2;2;0;134,6;75,6;0;59;657;59
обл. Оренбургская, г. Оренбург, ул. Постникова, д. 20, стр. литер АА2А3;Нет;2;1;2;4;3;1;109;59;50;0;657;0
обл. Оренбургская, г. Оренбург, ул. Постникова, д. 24, стр. литер А1;Нет;2;1;1;4;4;0;195,8;165,3;0;0;937;0
обл. Оренбургская, г. Оренбург, ул. Постникова, д. 28, стр. литер АА1;Нет;3;1;2;15;15;0;667,4;525;0;54,4;1985;0
обл. Оренбургская, г. Оренбург, ул. Постникова, д. 28, стр. литер Б;Нет;1;1;1;7;7;0;534,5;208,6;170;0;1985;151
обл. Оренбургская, г. Оренбург, ул. Постникова, д. 28, стр. литер ВВ1;Нет;1;1;2;2;2;0;33,3;72,2;0;0;1985;0
обл. Оренбургская, г. Оренбург, ул. Постникова, д. 44;Нет;2;1;2;11;11;3;542,5;333,1;151,6;57,8;1697,7;0
обл. Оренбургская, г. Оренбург, ул. Постникова, д. 46;Нет;1;1;4;7;6;1;434,5;218,9;171,6;44;1080;44
обл. Оренбургская, г. Оренбург, ул. Потехина, д. 28;Нет;10;10;4;161;160;1;11452,5;8509,8;0;2942,7;5440;858,3
обл. Оренбургская, г. Оренбург, ул. Потехина, д. 28/1;Нет;6;0;4;41;40;1;4926,4;2653,2;589,8;1684,5;3106;648,3
обл. Оренбургская, г. Оренбург, ул. Потехина, д. 30;Нет;10;10;2;80;78;2;5983,2;4288,4;122,2;1572,6;3165;506,6
обл. Оренбургская, г. Оренбург, ул. Потехина, д. 31;Нет;5;5;4;57;56;1;4554,6;2689,3;1544;321,3;5869;52
обл. Оренбургская, г. Оренбург, ул. Потехина, д. 33;Нет;4;4;2;32;32;0;1674,4;1244,4;0;430;2636;330,4
обл. Оренбургская, г. Оренбург, ул. Потехина, д. 35;Нет;4;4;4;64;64;0;3391,7;2482,8;0;908,9;7115;709,4
обл. Оренбургская, г. Оренбург, пер. Почтовый, д. 4;Нет;8;8;3;60;38;22;8501,9;4637,1;1638,2;2226,6;1018;1044
обл. Оренбургская, г. Оренбург, пер. Почтовый, д. 7, стр. литер АА1;Нет;1;1;1;3;3;0;171,4;156;0;15,4;656;15,4
обл. Оренбургская, г. Оренбург, пер. Почтовый, д. 11;Нет;8;8;3;70;63;7;8168,2;4760,68;623,9;1223,7;1087;861,5
обл. Оренбургская, г. Оренбург, пер. Почтовый, д. 13;Нет;9;9;1;22;21;1;3304,9;2443,7;861,2;3304,9;365;405
обл. Оренбургская, г. Оренбург, пер. Почтовый, д. 18, стр. литер АА1А2А3;Нет;1;1;1;6;6;0;293;244,6;0;40,3;854;40,3
обл. Оренбургская, г. Оренбург, пер. Почтовый, д. 22;Нет;1;1;1;5;4;1;301,1;121,5;133,2;44;155,3;0
обл. Оренбургская, г. Оренбург, ул. Правды, д. 9;Нет;3;3;1;11;9;2;982,1;622,6;267,1;92,4;1504;39,4
обл. Оренбургская, г. Оренбург, ул. Правды, д. 11, стр. литер А6А8;Нет;1;;1;1;;;33,4;33,4;0;;3532;0
обл. Оренбургская, г. Оренбург, ул. Правды, д. 22;Нет;5;5;3;25;23;2;4168;2776,8;1141,2;250;1948;830,8
обл. Оренбургская, г. Оренбург, ул. Правды, д. 24, стр. литер А;Нет;2;1;1;5;5;0;249,5;249,5;0;0;861;0
обл. Оренбургская, г. Оренбург, ул. Правды, д. 24, стр. литер ББ1;Нет;1;1;3;3;3;0;205,1;125,5;0;79,6;861;79,6
обл. Оренбургская, г. Оренбург, ул. Правды, д. 25;Нет;8;8;3;75;64;11;10977,1;6451,2;2444;2081,9;1990;1297
обл. Оренбургская, г. Оренбург, ул. Правды, д. 30, стр. литер АА1А2;Нет;1;1;4;4;4;0;170,7;154,7;0;16;843;16
обл. Оренбургская, г. Оренбург, ул. Правды, д. 32, стр. литер А;Нет;1;1;3;5;5;0;307,9;178,5;0;108;465;108
обл. Оренбургская, г. Оренбург, пл. Привокзальная, д. 3а;Нет;3;1;2;24;24;0;873,5;827,5;0;46;621;0
обл. Оренбургская, г. Оренбург, пл. Привокзальная, д. 63;Да;2;1;1;12;12;0;449,6;430,3;0;19,3;526;0
обл. Оренбургская, г. Оренбург, пл. Привокзальная, д. 64;Да;2;1;1;12;12;0;440,5;420,1;0;20,4;526;0
обл. Оренбургская, г. Оренбург, ул. Пролетарская, д. 2;Нет;4;4;2;18;18;0;3472,4;1447,8;1082,1;942,5;2422;344,8
обл. Оренбургская, г. Оренбург, ул. Пролетарская, д. 4, стр. литер А2;Нет;2;;2;11;11;0;473,1;427,5;0;24;2753;24
обл. Оренбургская, г. Оренбург, ул. Пролетарская, д. 4, стр. литер А4;Нет;1;1;4;5;4;1;256,9;177;48,6;31,3;2753;31,3
обл. Оренбургская, г. Оренбург, ул. Пролетарская, д. 4, стр. литер А5;Нет;1;;2;2;;;222,6;135,4;0;;2753;87,2
обл. Оренбургская, г. Оренбург, ул. Пролетарская, д. 4, стр. литер АА1А6;Нет;2;1;4;6;4;2;962,7;172,6;564,8;163,8;2753;163,8
обл. Оренбургская, г. Оренбург, ул. Пролетарская, д. 8, стр. литер А2А3А4А6А8;Нет;1;1;2;10;10;0;392;304,6;0;87,4;3532;0
обл. Оренбургская, г. Оренбург, ул. Пролетарская, д. 8, стр. литер АА1;Нет;1;1;2;7;6;1;634,5;321,1;0;258,9;3532;258,9
обл. Оренбургская, г. Оренбург, ул. Пролетарская, д. 13, стр. литер А;Нет;3;1;2;12;9;3;702,9;432;105,8;124,6;1757;71,4
обл. Оренбургская, г. Оренбург, ул. Пролетарская, д. 13, стр. литер Б;Нет;1;1;4;5;4;1;251;151,4;58,2;41,4;1757;41,4
обл. Оренбургская, г. Оренбург, ул. Пролетарская, д. 16, стр. литер А1А2А3А4;Нет;1;1;1;3;2;1;152,9;88,6;64,3;0;1221;0
обл. Оренбургская, г. Оренбург, ул. Пролетарская, д. 18/5, лит. В;Да;1;;2;2;;;71,6;71,6;0;;1189;0
обл. Оренбургская, г. Оренбург, ул. Пролетарская, д. 18, стр. литер ББ1Б2;Нет;1;1;4;4;4;0;164,3;164,3;0;0;1189;0
обл. Оренбургская, г. Оренбург, ул. Пролетарская, д. 20;Нет;3;2;1;4;3;1;529,5;308;127,6;;;238,8
обл. Оренбургская, г. Оренбург, ул. Пролетарская, д. 22, стр. литер АА1А3А4;Нет;1;1;1;6;5;1;313,2;225,7;32;55,5;607;55,5
обл. Оренбургская, г. Оренбург, ул. Пролетарская, д. 26, стр. литер АА1А2А3А4А5;Нет;2;;2;21;;;1151,82;835,02;129,9;;1271;198
обл. Оренбургская, г. Оренбург, ул. Пролетарская, д. 29, стр. литер ВЕЕ3;Нет;2;1;1;13;11;2;1278,9;380,6;711,7;86;2787;86
обл. Оренбургская, г. Оренбург, ул. Пролетарская, д. 31, стр. литер Б1Б2;Нет;2;1;1;7;6;1;276,8;275,8;199,7;0;2284;0
обл. Оренбургская, г. Оренбург, ул. Пролетарская, д. 32, стр. литер А;Нет;1;1;1;2;1;1;157,5;58,5;50,1;99;699;99
обл. Оренбургская, г. Оренбург, ул. Пролетарская, д. 34, стр. литер АА1А2;Нет;2;1;1;15;14;1;460,1;351;65;44,1;1163;0
обл. Оренбургская, г. Оренбург, ул. Пролетарская, д. 38, стр. литер АА1А2;Нет;1;1;1;10;9;1;496,6;372,5;25,5;96;1227;96
